TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
calendar.TimeTable,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,103,0.3,2,22,138,155079,1502141921602,0.9487179487179487,111111111111110111101111111111111111111111111111111111110011111111111111111111,0.9433962264150944,11111111111111010111111111111111110111111111111111111,1.0,11111111,0,0,7,4,0.9137931034482759,1111111111111111111111111111110111111111111111111111111111111111111111111111111011111111111111101000000000000001111111111101111111111111111111111101111111111111111111111111111111111111111111111111111111110111111111111111111111111111,0.4166666666666667,010101000110,1.0,1111,1.0,1111,0.9433962264150944,11111111111110110111111111111111101111111111111111111
